发布者ID,发布时间,发布来源,发布内容,收藏数,转发数,评论数,点赞数
河南广播电视台新闻中心,06月06日11:04,来自HUAWEIP40Pro5G, 【致2021年高考考生的一封信】亲爱的同学们：见信如晤。“首夏犹清和，芳草亦未歇。”深春浅夏，满眼热情洋溢、生机勃勃的景象。在迎接党的百年华诞的喜悦里，同学们即将走向高考考场，收获自己奋斗的成果。这一时刻，你们心中充满激动与向往，而我们则满怀最真挚的祝愿和希冀。在你们走上考场前，我们想说：携手同心共赢挑战“国之脊梁”袁隆平说：“人就像一粒种子，要做一粒好种子。”同学们是祖国的一粒粒种子，招考人是你们成长过程的浇灌人。各地各有关部门凝聚力量、勠力同心、争分夺秒，拼尽全力营造平安健康、公平公正、温馨和谐的考试环境。教育招生部门统筹抓好考试防疫、组织管理、考风考纪和督导巡视，公安部门开展高考安保专项行动，工信部门开展考点周边电磁环境监测，严密防范无线电信号作弊，卫生健康部门派驻专人指导考点考场防疫，财政、交通、电力、通讯等部门密切配合，全体高考工作人员夙兴夜寐，假日无休，以最高标准、最严要求认真准备，以关爱之心、期待之情真诚服务。面向高考，请同学们安心备考，以书本为梯不断攀登，用知识的厚度筑起未来的高度，让我们一起同向而行，并肩奋战，相互鼓舞，共战疫情，力保平安，决胜高考。诚信应考共守公平“人无德不立，育人的根本在于立德。”诚信考试是高考不变的准绳。高考既是对学识和智慧的检验，也是对同学们品德和意志的考验。我们是公平高考的坚守者，你们是诚信高考的践行者。考前，招生考试部门利用大数据信息、户籍信息、学籍信息、往年报考信息、外省报名信息，联合交叉比对，筛查核实存疑考生；考试实行“指纹人证人脸三对照”、“无声入场”、统一配备文具，随机编排监考考场、跨县推磨监考，跨市网上巡考，考场视频双监考、网上网下双巡考；考后对报名和入场照片比对复查、对考场视频智能筛查；录取时向高校提供考生试卷图像和入场照片，创造最公平的考试环境。当开考铃声响起，笔在试卷上沙沙作响，那声音汇合而成的，是公平竞争的最美乐章。每位考生都是这乐章的一小节旋律，希望你们能秉持诚信理念，努力做一粒诚信的种子，自觉践行诚信诺言，深刻警醒舞弊危害，坚决抵制违规行为，用实际行动维护高考的公平公正，将诚信高考的“主旋律”奏出“最强音”。做好防护共保健康全球疫情仍在蔓延，国内防控风险不减。为让同学们能够健康顺利的完成考试，全省教育招生、卫生健康、疾控等部门密切配合、协调联动，细化完善组考防疫方案；精准开展考前14天健康监测，报名点单位确认无异常后盖章发放准考证；科学编排考场，考生就地就近考试，有效控制流动范围；每个考点都配备专业的防疫人员和充足的防疫物资，考试工作人员全面接种新冠病毒疫苗，为考生创造健康、安心的考试环境。希望你们努力做一粒健康的种子，爱惜身体，科学作息，合理饮食，严格遵守疫情防控要求，积极配合健康筛查，认真做好个人防护，自觉接受体温检测，与他人保持安全距离。让我们一起努力，共同守护大家最为珍贵的生命安全和身体健康。静守寸心共创未来高考是对过往奋斗的一次检验，也是未来前行的一次起航。全省各地各部门精心护航，教育招生部门赴北京、奔上海、到天津、至广东，辗转全国，以脚步为尺，用一场场座谈、一次次交流争取优质计划，邀名校、开直播，线上线下面对面，给同学们创造更多逐梦的机会；以微视频、微动画等形式，推送政策解读、心理疏导、考前提醒、科学报考等高考服务系列“大礼包”；动员社会各界积极参与爱心助考等志愿服务活动，为同学们提供全面优质服务。提醒大家，提前熟悉考试规则，安排好赶考行程，携带好考试证件，轻装上阵、从容应考，用心思考、静心答题。追梦之旅，征途漫漫，请保持一颗平常心，努力做一粒向上的种子，埋下希望，向阳而生，站在“两个百年”的重要历史交汇点，按照习近平总书记期望的那样：“立大志、明大德、成大才、担大任，努力成为堪当民族复兴重任的时代新人”，为祖国的锦绣山河描绘属于你们的色彩，创造更加灿烂的辉煌。十二载寒窗，一朝试剑。希望所有的考生都能够发挥出自己的最好水平，在高考中创造佳绩，实现自己的人生理想。此刻，惟愿你们和顺致祥、前程似锦！#2021年河南高考信息汇总#  ,0,1,0,2
山西综合广播,06月06日10:43,来自iPhone客户端, 百年瞬间丨袁隆平荣获新中国第一个特等发明奖O百年瞬间丨袁隆平荣获新中国第一个特等发明奖​,0,0,0,1
荔枝新闻,06月06日10:32,来自微博视频号, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！@四川观察L四川观察的微博视频​,0,1,2,33
N视频,06月06日10:28,来自微博视频号, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！@四川观察L四川观察的微博视频​,0,0,1,9
新浪湖南,06月06日10:27,来自微博视频号, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！（ZH）L四川观察的微博视频​,0,1,2,27
内蒙古新闻广播,06月06日10:11,来自iPhone客户端, #百年瞬间#袁隆平荣获新中国第一个特等发明奖O百年瞬间：袁隆平荣获新中国第一个特等发明奖​,0,0,0,0
大连日报,06月06日10:00,来自微博weibo.com, 【#百年瞬间#157：袁隆平荣获新中国第一个特等发明奖】1981年6月6日，国家科委、农委在北京联合召开授奖大会，授予全国籼型杂交水稻科研协作组袁隆平等人特等发明奖。这是新中国成立以来国家颁发的第一个特等发明奖。从1981年杂交水稻成果在全国获得第一个特等发明奖之后，袁隆平又连续获得众多国际性科学大奖，被誉为“当代神农”和“世界杂交水稻之父”。袁隆平说，中国人不但能养活自己，而且能为其他发展中国家，为解决粮食短缺问题做出贡献。O百年瞬间：袁隆平荣获新中国第一个特等发明奖  ,0,1,0,2
中新网海南,06月06日09:58,来自新版微博weibo.com, [水稻]【袁隆平团队水稻品种在文昌首次种植亩产1400斤】近日，文昌市公坡镇水北村120亩水稻喜获丰收，这是袁隆平团队研发的水稻品种“Y两优900”，平均亩产量1400斤。文昌市农业农村局有关负责人介绍，这是“Y两优900”品种在文昌首次种植成功，且取得了高产。（南国都市报记者吴岳文）​,0,0,0,0
国网江苏电力,06月06日09:39,来自iPhone客户端, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！(via:四川观察)L国网徐州供电公司的微博视频​,0,1023,311,581
黑龙江日报,06月06日09:33,来自微博视频号, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！@四川观察http://t.cn/A6VT6muX​,0,0,0,1
未来网,06月06日09:31,来自微博视频号, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！L四川观察的微博视频​,0,1,0,15
吉林新闻综合广播,06月06日09:17,来自iPhone客户端, 【#百年瞬间#157：袁隆平荣获新中国第一个特等发明奖】1981年6月6日，国家科委、农委在北京联合召开授奖大会，授予全国籼型杂交水稻科研协作组袁隆平等人特等发明奖。这是新中国成立以来国家颁发的第一个特等发明奖。从1981年杂交水稻成果在全国获得第一个特等发明奖之后，袁隆平又连续获得众多国际性科学大奖，被誉为“当代神农”和“世界杂交水稻之父”。袁隆平说，中国人不但能养活自己，而且能为其他发展中国家，为解决粮食短缺问题做出贡献。O百年瞬间：袁隆平荣获新中国第一个特等发明奖  ,0,0,0,0
蒲江县发改局,06月06日09:15,来自360安全浏览器, 【纪录片回顾#袁隆平事迹入选高中语文教材#】,0,0,0,0
天目新闻,06月06日09:09,来自微博视频号, #致敬袁隆平#【#历史上的今天#袁隆平荣获中国第一个发明特等奖】1981年6月6日，国务院将“国家技术发明特等奖”授予以袁隆平为代表的全国籼型杂交水稻科研协作组。这是新中国成立以来国家颁发的第一个发明特等奖。#送别袁老鲜花上的卡片将被永存#O#历史上的今天#袁隆平荣获中国第一个发明特等奖L天目新闻的微博视频​,0,71,0,745
朝阳发布,06月06日09:03,来自荣耀20PRO, 【#百年瞬间#157：袁隆平荣获新中国第一个特等发明奖】1981年6月6日，国家科委、农委在北京联合召开授奖大会，授予全国籼型杂交水稻科研协作组袁隆平等人特等发明奖。这是新中国成立以来国家颁发的第一个特等发明奖。从1981年杂交水稻成果在全国获得第一个特等发明奖之后，袁隆平又连续获得众多国际性科学大奖，被誉为“当代神农”和“世界杂交水稻之父”。袁隆平说，中国人不但能养活自己，而且能为其他发展中国家，为解决粮食短缺问题做出贡献。O百年瞬间：袁隆平荣获新中国第一个特等发明奖  ,0,0,0,0
诺敏河人民检察,06月06日09:00,来自荣耀20PRO, #百名院士的红色情缘#【袁隆平：党和国家尊重人才、尊重知识的政策太英明了】倾尽毕生，“杂交水稻之父”袁隆平都在为实现中国人的“禾下乘凉梦”而奋斗。他生前曾说，杂交水稻诞生于中国，起源于湖南，湘西雪峰山下偏僻的安江农校是最初成长的摇篮，这项事业取得巨大成功，与党和政府的高度关注和大力支持息息相关。袁隆平曾说：“这些年来，我深深体会到党和国家对农业科技事业寄予的厚望，特别是对杂交水稻发展给予的巨大支持。我们一定要继续努力，不辜负党和人民的希望。”　　在获得国家最高科学技术奖时，袁隆平代表全体获奖人员发言，他说：“我认为，这个奖是奖给全国农业战线的科研工作者的，因为杂交水稻是全国很多人协作攻关的成果。这次国家重奖科学家，充分体现了党和国家尊重人才、尊重知识的政策。这项政策太英明了，它像灌溉的闸门似的，一打开，广大知识分子的聪明才智就发挥出来了！”O党和国家尊重人才、尊重知识的政策太英明了  ,0,26,54,62
四川工人日报,06月06日09:00,来自iPhone客户端, 【#百年瞬间#157：袁隆平荣获新中国第一个特等发明奖】1981年6月6日，国家科委、农委在北京联合召开授奖大会，授予全国籼型杂交水稻科研协作组袁隆平等人特等发明奖。这是新中国成立以来国家颁发的第一个特等发明奖。从1981年杂交水稻成果在全国获得第一个特等发明奖之后，袁隆平又连续获得众多国际性科学大奖，被誉为“当代神农”和“世界杂交水稻之父”。袁隆平说，中国人不但能养活自己，而且能为其他发展中国家，为解决粮食短缺问题做出贡献。（中国之声）O百年瞬间：袁隆平荣获新中国第一个特等发明奖  ,0,0,0,1
黑龙江新闻广播,06月06日09:00,来自微博weibo.com, 《百年瞬间——袁隆平荣获新中国第一个特等发明奖》O百年瞬间——袁隆平荣获新中国第一个特等发明奖​,0,0,0,0
杭州畲乡-莪山,06月06日09:00,来自新版微博weibo.com, 历史上的今天——1981年6月6日，我国水稻育种专家袁隆平荣获中国第一个特等发明奖。　　袁隆平1953年毕业于西南农学院农学系，历任湖南农科院研究员、西南农学院教授和湖南杂交水稻研究中心主任，还当选为第六届全国政协常委。　　袁教授从60年代开始，就潜心研究杂交水稻育种，先后育成南优2号等优良杂交水稻新品种，经大面积推广，增产20％左右，是我国水稻育种史上继矮化育种之后又一次重大突破。从1976年开始至1987年的10年间，全国累计种植由袁隆平培育出的杂交水稻面积达10.5亿亩，为我国水稻增产增收做出了非常大的贡献。　　为此，1981年袁隆平荣获了我国第一个特等发明奖。1987年又获得联合国教科文组织科学奖，在国内外享有“杂交水稻之父”的称号。  ,0,0,0,0
陕视新闻,06月06日08:56,来自微博视频号, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！@四川观察L四川观察的微博视频​,0,1,0,23
株洲市图书馆,06月06日08:54,来自微博weibo.com, #历史上的今天#在38年前的今天，1981年6月6日(农历1981年5月5日)，袁隆平荣获我国第一个特等发明奖。在授奖大会上，袁隆平（左）代表全体从事杂交水稻研究的科技人员领奖1981年6月6日，我国水稻育种专家袁隆平荣获中国第一个特等发明奖。袁隆平1953年毕业于西南农学院农学系，历任湖南农科院研究员、西南农学院教授和湖南杂交水稻研究中心主任，还当选为第六届全国政协常委。袁教授从60年代开始，就潜心研究杂交水稻育种，先后育成南优2号等优良杂交水稻新品种，经大面积推广，增产20％左右，是我国水稻育种史上继矮化育种之后又一次重大突破。从1976年开始至1987年的10年间，全国累计种植由袁隆平培育出的杂交水稻面积达10.5亿亩，为我国水稻增产增收做出了非常大的贡献。为此，1981年袁隆平荣获了我国第一个特等发明奖。1987年又获得联合国教科文组织科学奖，在国内外享有“杂交水稻之父”的称号。  ,0,0,0,0
龙江检察,06月06日08:50,来自HUAWEIMate30Pro5G, #百名院士的红色情缘#【袁隆平：党和国家尊重人才、尊重知识的政策太英明了】,0,3,2,2
国网徐州供电公司,06月06日08:33,来自iPhone客户端, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！(via:四川观察)@国网江苏电力L国网徐州供电公司的微博视频​,0,3,0,15
迪拜中阿卫视,06月06日08:23,来自Note9Pro一亿像素, 科技领域合作是阿联酋和中国发展合作的重点。阿联酋驻华大使阿里·扎希里在浦江论坛中表示，期待着两国可以在生物安全、粮食安全、生命科学与制药、太空、可再生能源、先进制造业等领域加深合作。“从总体上来讲，目前我们两国间在科技创新领域的合作正处于方兴未艾的发展阶段。”扎希里举例称，在农业上，“杂交水稻之父”袁隆平先生在迪拜成功进行了沙漠海水稻试种；在医疗领域，去年中国国药集团和阿联酋G42集团开展新冠疫苗合作，今年3月国药集团又和阿联酋Julphar公司签署协议，将在阿联酋生产国药集团疫苗，预计最终产能将达每年2亿剂；在科研领域，今年初阿联酋大学和中国科学院签署了合作谅解备忘录以加深两国在科学和创新上的合作等。大使指出，科技领域的合作是阿联酋和中国发展合作的重点。“特别是，今年3月阿联酋启动了工业战略‘3000亿行动’，而我们注意到，中国在‘十四五’规划中，也将科技创新摆在了优先发展的战略地位。因此，我们相信阿中两国间在科技创新领域的合作大有可为。”@迪拜主持人Grace@康恩中Rachid@蔼霖娜#阿联酋# #科技#  ,0,1,0,10
光明日报,06月06日08:11,来自微博weibo.com, #百名院士的红色情缘#【袁隆平：党和国家尊重人才、尊重知识的政策太英明了】倾尽毕生，“杂交水稻之父”袁隆平都在为实现中国人的“禾下乘凉梦”而奋斗。他生前曾说，杂交水稻诞生于中国，起源于湖南，湘西雪峰山下偏僻的安江农校是最初成长的摇篮，这项事业取得巨大成功，与党和政府的高度关注和大力支持息息相关。袁隆平曾说：“这些年来，我深深体会到党和国家对农业科技事业寄予的厚望，特别是对杂交水稻发展给予的巨大支持。我们一定要继续努力，不辜负党和人民的希望。”　　在获得国家最高科学技术奖时，袁隆平代表全体获奖人员发言，他说：“我认为，这个奖是奖给全国农业战线的科研工作者的，因为杂交水稻是全国很多人协作攻关的成果。这次国家重奖科学家，充分体现了党和国家尊重人才、尊重知识的政策。这项政策太英明了，它像灌溉的闸门似的，一打开，广大知识分子的聪明才智就发挥出来了！”O党和国家尊重人才、尊重知识的政策太英明了  ,0,80,23,727
河北综合广播,06月06日08:03,来自iPhone客户端, 【#百年瞬间#157：袁隆平荣获新中国第一个特等发明奖】1981年6月6日，国家科委、农委在北京联合召开授奖大会，授予全国籼型杂交水稻科研协作组袁隆平等人特等发明奖。这是新中国成立以来国家颁发的第一个特等发明奖。从1981年杂交水稻成果在全国获得第一个特等发明奖之后，袁隆平又连续获得众多国际性科学大奖，被誉为“当代神农”和“世界杂交水稻之父”。袁隆平说，中国人不但能养活自己，而且能为其他发展中国家，为解决粮食短缺问题做出贡献。O百年瞬间：袁隆平荣获新中国第一个特等发明奖  ,0,0,0,12
河南新闻广播,06月06日08:02,来自Android, 【#百年瞬间#157：袁隆平荣获新中国第一个特等发明奖】1981年6月6日，国家科委、农委在北京联合召开授奖大会，授予全国籼型杂交水稻科研协作组袁隆平等人特等发明奖。这是新中国成立以来国家颁发的第一个特等发明奖。从1981年杂交水稻成果在全国获得第一个特等发明奖之后，袁隆平又连续获得众多国际性科学大奖，被誉为“当代神农”和“世界杂交水稻之父”。袁隆平说，中国人不但能养活自己，而且能为其他发展中国家，为解决粮食短缺问题做出贡献。O百年瞬间157：袁隆平荣获新中国第一个特等发明奖  ,0,1,1,3
大象财富,06月06日08:01,来自微博weibo.com, 【#百年瞬间#157：袁隆平荣获新中国第一个特等发明奖】1981年6月6日，国家科委、农委在北京联合召开授奖大会，授予全国籼型杂交水稻科研协作组袁隆平等人特等发明奖。这是新中国成立以来国家颁发的第一个特等发明奖。从1981年杂交水稻成果在全国获得第一个特等发明奖之后，袁隆平又连续获得众多国际性科学大奖，被誉为“当代神农”和“世界杂交水稻之父”。袁隆平说，中国人不但能养活自己，而且能为其他发展中国家，为解决粮食短缺问题做出贡献。O百年瞬间157：袁隆平荣获新中国第一个特等发明奖  ,0,1,0,3
中国之声,06月06日08:00,来自微博weibo.com, 【#百年瞬间#157：袁隆平荣获新中国第一个特等发明奖】1981年6月6日，国家科委、农委在北京联合召开授奖大会，授予全国籼型杂交水稻科研协作组袁隆平等人特等发明奖。这是新中国成立以来国家颁发的第一个特等发明奖。从1981年杂交水稻成果在全国获得第一个特等发明奖之后，袁隆平又连续获得众多国际性科学大奖，被誉为“当代神农”和“世界杂交水稻之父”。袁隆平说，中国人不但能养活自己，而且能为其他发展中国家，为解决粮食短缺问题做出贡献。O百年瞬间：袁隆平荣获新中国第一个特等发明奖  ,0,75,15,445
电影杂志MOVIE,06月06日08:00,来自微博weibo.com, 1981年6月6日，袁隆平荣获我国第一个特等发明奖。从60年代开始，潜心研究杂交水稻育种，是国内外享有“杂交水稻之父”。2009年上映的电影《袁隆平》再现袁隆平从30岁至60岁的生活经历。影片结尾处，袁隆平院士亲自出演了老年时期的自己，对外国记者用英语风趣幽默地阐释了自己的两大梦想——“禾下乘凉梦”和“杂交水稻覆盖全球梦”。这段表演既松弛又风趣，展现了一代院士的人格魅力。5月22日，91岁的袁隆平在湖南长沙逝世，三天内，影片《袁隆平》的豆瓣评分从6.9跃升9.0，表达了影迷们对袁老的敬意和怀念。  ,0,0,1,10
浙江自然资源,06月06日15:58,来自微博weibo.com, 《历历在幕：共和国史上的今天》【06月06日中国第一个特等发明奖颁发】#袁隆平#,0,0,0,0
白银区检察院,06月06日15:58,来自微博视频号, 纪录片《为时代而歌-袁隆平》他梦想用一粒种子改变世界，他执着于儿时的一个追求，他被誉为“杂交水稻之父”，并因此享誉世界，他却说他只是一个爱做梦的农民。面对“谁来养活中国”的疑问，他给出了坚定的答案。L更历史的微博视频​#送别袁老鲜花上的卡片将被永存#​​​,0,1,3,4
武侯经科局,06月06日15:48,来自Android, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！L四川观察的微博视频​​​​,0,0,0,0
武侯共青团,06月06日15:47,来自Android, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！L四川观察的微博视频​,0,0,0,0
长安皖韵,06月06日15:45,来自微博视频号, 【#送别袁老鲜花上的卡片将被永存#】在送别袁隆平院士的那天，去送别的人留下了无数的小卡片和鲜花。6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。袁老，给您的留言您看见了吗？[水稻]（央视频号：东南卫视）L央视频的微博视频​,0,165,74,85
中国新闻周刊,06月06日15:40,来自微博视频号, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！（四川观察）L四川观察的微博视频​,0,19,17,359
高淳法院,06月06日15:39,来自微博视频号, #致敬袁隆平#【#历史上的今天#袁隆平荣获中国第一个发明特等奖】1981年6月6日，国务院将“国家技术发明特等奖”授予以袁隆平为代表的全国籼型杂交水稻科研协作组，这是新中国成立以来国家颁发的第一个发明特等奖。#送别袁老鲜花上的卡片将被永存#O#历史上的今天#袁隆平荣获中国第一个发明特等奖L天目新闻的微博视频​​​​  ,0,2,0,6
四川网警巡查执法,06月06日15:37,来自微博视频号, 40年前的今天，1981年6月6日，国家科委、农委在北京联合召开授奖大会，授予全国籼型杂交水稻科研协作组袁隆平等人特等发明奖。这是新中国成立以来国家颁发的第一个特等发明奖。L人民日报的微博视频​​​,0,3,2,21
灵璧长安,06月06日15:30,来自360安全浏览器, 这是一部以袁隆平爷爷Q版形象为主角的科普动画片非常值得一看！,0,0,0,0
菏泽市人民检察院,06月06日15:24,来自微博视频号, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！（ZH）L四川观察的微博视频​,0,0,0,1
河北长安网,06月06日15:13,来自微博视频号, 【#送别袁老鲜花上的卡片将被永存#】在送别袁隆平院士的那天，去送别的人留下了无数的小卡片和鲜花。6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。袁老，给您的留言您看见了吗？[水稻]（央视频号：东南卫视）L央视频的微博视频​,0,0,0,1
广西沿海铁路,06月06日15:12,来自微博视频号, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！#赵立坚说袁隆平的梦想一定会实现#L四川观察的微博视频​,0,2,1,3
大众网,06月06日15:10,来自微博视频号, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！L四川观察的微博视频@四川观察​,0,2,1,10
海报新闻,06月06日15:10,来自微博视频号, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！L四川观察的微博视频@四川观察​,0,0,0,1
兰州安宁,06月06日15:08,来自Android, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！（ZH）L四川观察的微博视频​,0,100,0,5
金温江,06月06日15:05,来自微博视频号, 【永远怀念！#送别袁老鲜花上的卡片将被永存#】送别袁老的鲜花上附带的卡片堆满了整个房间，6月5日袁隆平学生发文：这些卡片收集整理后将永远保存。永远怀念袁老！（ZH）L四川观察的微博视频​​​​,0,0,0,3
